base_origin,feature,r_mean,r_std,r_full,slope_mean,slope_std,p_value,bootstrap_p,n_samples,mean_pooled_se,p_adj,neg_log10_padj,bootstrap_p_adj,neg_log10_bootstrap_padj
A0A4D6M434,nardini_Frac E_raw,0.09908411577169872,0.07944014120492833,0.09363477161783243,0.4666745989527252,0.3141798344627241,0.2576569353927642,0.2,148,0.10510323084685705,0.49568963752410905,0.3047901599997077,0.43455723542116637,0.36195301463406326
A0A4D6M434,nardini_Frac F_raw,0.13595325274665748,0.21157982660643723,0.13338261166766893,0.5633957493461996,4.7213133258444255,0.49862865464680683,0.482,28,0.14281929866090254,0.7044059503321226,0.1521769840711838,0.6917146932952924,0.16007299900790048
A0A4D6M434,nardini_Frac G_raw,-0.23116459552442206,0.1141499295405819,-0.23342601479648462,-1.6291308481759907,0.8444949907816777,0.05180203899843958,0.044,70,0.09934453743619391,0.17429047234926495,0.7587263531036327,0.15979783393501804,0.7964291118583525
A0A4D6M434,nardini_Frac H_raw,-0.43678478013849636,0.1332123976877561,-0.44834879193654004,-4.489256280679332,1.6425430536196601,0.0002576974192304631,0.006,62,0.10498048884699611,0.0030862333779267366,2.510571236110359,0.034101694915254235,1.4672240352582544
A0A4D6M434,nardini_Frac I_raw,-0.05959841429561671,0.08780481421888713,-0.06517304170545098,-0.3110360822000097,0.9069450527061237,0.4595566101863299,0.492,131,0.10465502003581978,0.673669189483235,0.17155331481653618,0.6990847457627118,0.15547017420250012
A0A4D6M434,nardini_Frac K_raw,0.0699023930044061,0.09240736737390647,0.0785726596648627,0.1493043933803789,0.27129194808567497,0.36142412477067054,0.434,137,0.09663729853925832,0.590589231251678,0.22871447618335358,0.6516477611940299,0.1859870924684071
A0A4D6M434,nardini_Frac L_raw,-0.06018063415243154,0.09479576254601065,-0.056324271131810454,0.0746988530287093,1.0798495820635616,0.5429069012333786,0.528,119,0.09712825465416192,0.7364554757917878,0.1328535043575988,0.7218493539374891,0.14155342788754996
A0A4D6M434,nardini_Frac M_raw,-0.0771804886818496,0.07634193426125346,-0.07619272863785236,-0.41391547964446557,0.7244544993738234,0.31486314718255604,0.296,176,0.09021065979317452,0.5486902635574297,0.2606727462387638,0.5384737793851718,0.26883543952585104
A0A4D6M434,nardini_Frac N_raw,-0.13155196882681888,0.08564093801406072,-0.13182505999847866,-0.39484729617261927,0.3169073045724584,0.13338031643878312,0.104,131,0.09754468883140785,0.3330879436386347,0.477441086630265,0.2930644257703081,0.5330368960935042
A0A4D6M434,nardini_Frac P_raw,-0.5560288509072713,0.09211817528397173,-0.5652910175594466,-4.043005884401759,0.8270269941385422,7.607176617194373e-07,0.001,66,0.10325730185838639,2.7331498846062636e-05,4.5633365511567625,0.008902654867256637,2.050480462763511
A0A4D6M434,nardini_Frac Q_raw,-0.17445090495369772,0.08493092375516996,-0.1723327773047175,-0.4881619765103691,0.3556397090439451,0.04249602182927654,0.048,139,0.09913961117190451,0.15378056820234604,0.8130985387586334,0.17002816901408452,0.7694791219515419
A0A4D6M434,nardini_Frac R_raw,-0.15094310057420518,0.09136242290233655,-0.15295129455956588,0.03697300587604468,0.44151520801419736,0.07436518186964475,0.094,137,0.09656177081053448,0.2273901913704031,0.6432282728302675,0.27569679300291544,0.5595682857231633
A0A4D6M434,nardini_Frac S_raw,-0.10431923923789421,0.09179326794876601,-0.10148546798959261,-1.0026072290607932,0.540684295666967,0.2826419164002322,0.254,114,0.0939001098911717,0.517065600325913,0.2864543542905478,0.49616310679611647,0.3043755317013444
A0A4D6M434,nardini_Frac T_raw,-0.39253727459502386,0.09583482524484507,-0.3958550932532331,-1.9819223352891453,0.7892723198113303,2.6672772857929586e-05,0.001,106,0.0976153839075237,0.0004925228816616546,3.3075735882149906,0.008902654867256637,2.050480462763511
A0A4D6M434,nardini_Frac V_raw,0.14721009479535013,0.09359957315351114,0.14688600534086296,0.430303309740422,1.0384662290820181,0.10074050976063276,0.116,126,0.09596444681521865,0.2807339413274143,0.5517050770695584,0.3120213903743316,0.5058156322536531
A0A4D6M434,nardini_Frac W_raw,-0.26758256594089846,0.24647258215797493,-0.2686361665912162,-4.415416977321882,3.269953806770143,0.26611204723745485,0.262,19,0.0900450430261768,0.5051107915488294,0.296613352810077,0.503,0.2984320149440726
A0A4D6M434,nardini_Frac Y_raw,-0.27357597085194735,0.30516783152123883,-0.2904737509655563,-20.027167582105815,10.534561263226882,0.2935964391211264,0.3711967545638945,15,0.10147513209674956,0.5264848801352107,0.27861409659270914,0.6091744454996377,0.21525832334530695
A0A4D6M434,nardini_Frac K+R_raw,-0.005819838749291854,0.1280682277853582,-0.0003032158332477781,0.2018101134294902,0.3544771359580171,0.9981338020864773,0.976,62,0.10636958344441379,1.0,-0.0,0.9927765419615774,0.003148493210578983
A0A4D6M434,nardini_Frac D+E_raw,0.16186356469387891,0.12538732780384063,0.15839927430966216,0.306541906065564,0.270575878753343,0.21125254121254594,0.19,64,0.10308759124284243,0.4446026285770318,0.35202797399617,0.42101321585903084,0.37570427118436633
A0A4D6M434,nardini_Frac Polar_raw,-0.3999645151029518,0.09665241362111876,-0.4067387268045642,-0.5832849630604864,0.18374214389682797,3.238531662353369e-05,0.001,98,0.09389852502962609,0.0005817790807727659,3.2352418988818257,0.008902654867256637,2.050480462763511
A0A4D6M434,nardini_Frac Aliphatic_raw,0.6491048245359375,0.09722214926547394,0.6612522915849317,1.3263891252573103,0.20746224529182647,4.2011987048551885e-07,0.001,47,0.11021329097338321,1.7610024571184665e-05,4.754240038063247,0.008902654867256637,2.050480462763511
A0A4D6M434,nardini_Frac Aromatic_raw,-0.15187058403753317,0.19910610587776084,-0.14406573463675648,-1.1567995772028241,1.8715759926359805,0.4162910826937162,0.452,34,0.13490998932132878,0.639372258305158,0.19424621123974722,0.6713380046713381,0.1730587665617549
A0A4D6M434,nardini_R/K Ratio_raw,-0.04878971583516745,0.06452166465043585,-0.0479492102301474,-0.01260501331134909,0.0332519744009955,0.4512984741598173,0.464,249,0.09077083081287025,0.6666758663799943,0.17608526601993188,0.6794526928675401,0.16784077578476095
A0A4D6M434,nardini_E/D Ratio_raw,0.022186155420641056,0.08050167293619279,0.02181750350403269,0.04568285838369326,0.06701283979922237,0.7959127315947075,0.776,143,0.10586999650902218,0.9003515701450415,0.045587873716425115,0.8843706214689266,0.05336569298822787
A0A4D6M434,nardini_Frac Chain Expanding_raw,-0.1404511394118062,0.13961901284196848,-0.1402036719579382,-0.10180349163764224,0.16623941640927828,0.3166740078827345,0.31,53,0.0875334434732569,0.5487939124506639,0.2605907147279596,0.5529432624113475,0.25731942942916103
A0A4D6M434,nardini_FCR_raw,0.051374474042384564,0.14743556763488364,0.04944339056031323,0.010897373791645763,0.21447887796930437,0.7470434337223046,0.7,45,0.09553827617673867,0.8652634886051478,0.06285162175804897,0.8333727810650887,0.07916068821552694
A0A4D6M434,nardini_NCPR_raw,-0.14603229767545678,0.1429617961883977,-0.14931787705021568,-0.06047024062837541,0.2704674350486225,0.3006932682292042,0.314,50,0.11257067430362444,0.5344477523649814,0.2720947450270921,0.5551564147627417,0.2555846376019476
A0A4D6M434,nardini_Hydrophobicity_raw,0.36879552616060973,0.20233469288255515,0.3782608695652173,0.47106863109490427,0.17985443056096348,0.06836896832220618,0.084,24,0.1151870554988917,0.21765563965866902,0.6622300753896151,0.25376576576576576,0.5955669667245296
A0A4D6M434,nardini_Disorder Promoting_raw,0.33827983329149575,0.07959849628835888,0.34090244430190686,0.46744119166809506,0.1623035826509998,0.00019288870655689126,0.001,115,0.10041523230217304,0.00245627897210421,2.6097223096949382,0.008902654867256637,2.050480462763511
A0A4D6M434,nardini_Iso point_raw,-0.014387865063964696,0.13387988462891812,-0.026267475555981024,0.003341897148673994,0.012760555850248248,0.8518940333189304,0.936,53,0.11858293139069986,0.9316519020153933,0.030746325063286246,0.9718807810894141,0.01238700594874469
A0A4D6M434,nardini_PPII_raw,0.0766600207759986,0.2142765318982073,0.07811283399498326,-1.0592146411033168,2.38505009264725,0.6815933314644034,0.704,30,0.07272339107929551,0.8190915169293044,0.08666757189410179,0.8361558441558441,0.07771277046868613
A0A4D6M434,nardini_A Patch_raw,0.09171034130318477,0.07548514832767543,0.08960119969047588,0.14300078339083266,0.12409464705579204,0.28214452007770213,0.226,146,0.08728261010392908,0.517065600325913,0.2864543542905478,0.4630317545660426,0.33438922418742195
A0A4D6M434,nardini_D Patch_raw,-0.532788383802,0.13461738225594655,-0.5251050315105037,-38.63443365123478,57.51067022765317,0.030431179541831072,0.001,17,0.11426349227095266,0.1195850258557893,0.9223231982350795,0.008902654867256637,2.050480462763511
A0A4D6M434,nardini_E Patch_raw,0.11738190941331789,0.07106522038596762,0.11695537195598545,0.32235743923847837,0.22816277895009926,0.10995252242921852,0.102,188,0.09438626693942417,0.29496596683678356,0.5302280900138224,0.29097652893686893,0.5361420411319786
A0A4D6M434,nardini_K Patch_raw,-0.007167369022424699,0.17825374685886525,-0.019808251412063865,-0.22264760064722502,0.72459638940556,0.8996716577821924,0.926,43,0.08217337232350595,0.959776975322254,0.01782967283497235,0.9713826903023983,0.012609639768820681
A0A4D6M434,nardini_N Patch_raw,-0.48882963594567963,0.48374106041903303,-0.550782483869826,-2.75757455806917,3.5216658447850557,0.2573693316225745,0.22645290581162325,6,0.07623430637496627,0.49568963752410905,0.3047901599997077,0.4630317545660426,0.33438922418742195
A0A4D6M434,nardini_Q Patch_raw,-0.8403559631007829,0.20256587517174848,-0.8857142857142858,-2.4167215459526132,1.6446150658084622,0.01884548104956266,0.001,6,0.08054830670777295,0.08515764273980052,1.0697763688314854,0.008902654867256637,2.050480462763511
A0A4D6M434,nardini_R Patch_raw,0.014027772669380012,0.2839263235317451,0.021622499104693417,-1.0566355041854671,1.489706496310431,0.9390320193843182,0.96,15,0.15515865067384063,0.9772448574879916,0.00999660625817586,0.985469387755102,0.006356861933017889
A0A4D6M434,nardini_Frac A_zscore,0.36408522899174295,0.0724071680000106,0.3649877017427433,0.033460342845094575,0.006431795514893942,6.3703917606653645e-06,0.001,145,0.09546172493554185,0.00015630766124949652,3.806019734988881,0.008902654867256637,2.050480462763511
A0A4D6M434,nardini_Frac D_zscore,-0.06515160365800511,0.06299920597690034,-0.06582175971791172,-0.027444070233462955,0.02234884031979879,0.31295050647381956,0.326,237,0.09047388762567658,0.5475273208915868,0.2615942052249761,0.5625317324185248,0.24985297397116651
A0A4D6M434,nardini_Frac E_zscore,0.131933597965834,0.08094420998823416,0.13303307403914172,0.039788807944635365,0.023974742045535482,0.11450040898511733,0.106,142,0.1043113481554738,0.3047286016905503,0.5160867811779828,0.2962111111111111,0.5283986547826085
A0A4D6M434,nardini_Frac G_zscore,-0.08571666859704906,0.07061656498270757,-0.0866566274158787,-0.10477111407656539,0.04460807808170981,0.19231939569483358,0.214,228,0.09431844887230324,0.4245147453944251,0.37210722006734726,0.4541856540084388,0.34276658760498563
A0A4D6M434,nardini_Frac H_zscore,-0.013232370174137453,0.07955815521490107,-0.014272276995119055,-0.15755273378797136,0.05789825936956104,0.8402305349467136,0.856,202,0.09022291559260956,0.9296494365368014,0.03168078959631647,0.9309578378378378,0.0310699873419708
A0A4D6M434,nardini_Frac I_zscore,0.12136734694775857,0.14221541482036404,0.13262167282380055,0.006114341352761996,0.03127997462763646,0.31242638492631236,0.414,60,0.11549697143313589,0.5475273208915868,0.2615942052249761,0.6369802130898021,0.19587405821312945
A0A4D6M434,nardini_Frac K_zscore,0.1529676313074281,0.09621335497716829,0.15346352386896017,0.02552143558177486,0.020107196849653435,0.08129947198829648,0.116,130,0.09820851444095978,0.24410876440354642,0.6124166275317425,0.3120213903743316,0.5058156322536531
A0A4D6M434,nardini_Frac L_zscore,0.2142394259201218,0.07474774087719588,0.21579037605500373,0.07342668849784667,0.04604012824320995,0.0028622010492080187,0.004,189,0.09238460995386077,0.01927196926777018,1.7150739055610034,0.026300653594771243,1.5800334587697278
A0A4D6M434,nardini_Frac M_zscore,-0.07529499063592997,0.07530270394167479,-0.07619272863785236,-0.007869429665579061,0.014133917019181557,0.31486314718255604,0.34,176,0.09021065979317452,0.5486902635574297,0.2606727462387638,0.5777702702702704,0.23824480896075598
A0A4D6M434,nardini_Frac N_zscore,0.019882718273042777,0.07650699098133505,0.019629342866689155,-0.026771050310076726,0.021609650258377692,0.7965336952575417,0.818,175,0.08892851245094331,0.9003515701450415,0.045587873716425115,0.9117221609702315,0.040137488800136276
A0A4D6M434,nardini_Frac Q_zscore,0.08332179034665275,0.07917284237794839,0.08418585987784079,-0.02859889906725946,0.023791362175496617,0.2793986520386209,0.268,167,0.09096471129069356,0.5147894577854444,0.28837035545935313,0.5077363465160075,0.2943617463327717
A0A4D6M434,nardini_Frac R_zscore,0.09994612657495124,0.11457739168143462,0.1065709443914999,0.04740543007757405,0.030123510359324628,0.3346175470752658,0.356,84,0.1062022414532777,0.5630561961267524,0.2494482579909238,0.5949102990033223,0.22554851256504077
A0A4D6M434,nardini_Frac S_zscore,0.026621083172275767,0.06660077786690372,0.0259391826292103,-0.0526338106923918,0.03442842805926017,0.697482482941154,0.672,227,0.0918893512985209,0.8289895480446193,0.081450945028933,0.8204271844660195,0.08595995792338192
A0A4D6M434,nardini_Frac T_zscore,-0.08553905028072677,0.07451524719005248,-0.08557128220850256,-0.1005511135141486,0.057984509601011314,0.23065597057190068,0.248,198,0.0944184960653202,0.47066918132927404,0.3272842376755981,0.4901532416502947,0.3096681207906339
A0A4D6M434,nardini_Frac V_zscore,0.12711544907093106,0.10787244464295735,0.12932329894453629,0.000885885391206529,0.028916813911902678,0.17612910403206253,0.244,111,0.09144689482917143,0.40001913479910967,0.3979192338247727,0.4851067193675889,0.3141627097811611
A0A4D6M434,nardini_Frac K+R_zscore,0.06313304414300236,0.13420872941844839,0.06278538867007474,0.03596301858281571,0.0383605562960579,0.6366329532137638,0.666,59,0.10984280918430123,0.7936217483680872,0.10038643930797093,0.8160730816077953,0.08827094722923112
A0A4D6M434,nardini_Frac D+E_zscore,0.18494931242739526,0.06898656737503209,0.18542815862862305,0.05521213253662521,0.03627285202165983,0.007188621402924918,0.002,209,0.09410050732500658,0.04040085548236016,1.3936094386682367,0.014794117647058824,1.8299109319863278
A0A4D6M434,nardini_Frac Polar_zscore,-0.1767391331760163,0.06288627091077408,-0.17883304289248467,-0.07107837893866409,0.021248484844774967,0.0046461859389772585,0.01,249,0.09077083081287025,0.028575997396740167,1.5439986023555674,0.052395833333333336,1.280703247983641
A0A4D6M434,nardini_Frac Aliphatic_zscore,0.6493955920280833,0.08721449055555458,0.6625002965868624,0.057129085696332044,0.010273000469688875,4.49132894889741e-09,0.001,62,0.09716102907388365,4.10752447508254e-07,6.386419840099444,0.008902654867256637,2.050480462763511
A0A4D6M434,nardini_R/K Ratio_zscore,-0.04359100839032496,0.06741858360854726,-0.046500741193903065,-0.0033281694281254563,0.01289812687898568,0.47429875636876284,0.532,239,0.09125549165016375,0.6826102273347288,0.16582720911075968,0.7242110960757782,0.1401348253798689
A0A4D6M434,nardini_E/D Ratio_zscore,0.06151437177937805,0.09027641854758196,0.05636779171155882,0.0189306237885205,0.02060829662339205,0.551385989106564,0.52,114,0.10410999160211822,0.7411648193603689,0.13008520338480745,0.7215448275862069,0.14173668221628596
A0A4D6M434,nardini_Frac Chain Expanding_zscore,0.020177142207250802,0.06724672148865032,0.016164967459607254,0.01081569354358507,0.024750642568741897,0.8149933465715201,0.766,212,0.09663264749252944,0.9160707336882115,0.03807099132727748,0.8756772727272728,0.05765592179765606
A0A4D6M434,nardini_FCR_zscore,0.14804017330607963,0.13976804724243524,0.15974737057554741,0.031072992551757706,0.03172971593438014,0.3122336361672961,0.29,42,0.09610228789059783,0.5475273208915868,0.2615942052249761,0.5304363636363636,0.2753667108753792
A0A4D6M434,nardini_NCPR_zscore,-0.13641176817948097,0.15586859822759971,-0.1400189787048079,-0.008267246701919268,0.03582933021309702,0.35894625505546096,0.374,45,0.11462239339061582,0.5890700368446881,0.2298330671705707,0.6107857142857143,0.21411112924403672
A0A4D6M434,nardini_Hydrophobicity_zscore,0.25397503785690434,0.08151222321186974,0.25683326148552094,0.09186358260704891,0.02895477529455978,0.0013028061242334093,0.001,154,0.0850447815123536,0.011368484839204218,1.9442974130449666,0.008902654867256637,2.050480462763511
A0A4D6M434,nardini_Disorder Promoting_zscore,0.16669855145670737,0.06155502653146038,0.16827382147070657,0.027768544994288,0.01085449791678297,0.012038943058997768,0.016,222,0.09566833510160676,0.05966096905099387,1.224309696832464,0.07283257918552036,1.1376743103092775
A0A4D6M434,nardini_Iso point_zscore,-0.04555615437047643,0.09840880917885618,-0.04462752909030432,0.004363903753339379,0.041243258272844203,0.6211757736369399,0.616,125,0.09785424186989063,0.7809091479036735,0.10739948963003862,0.7864162436548223,0.10434752460522127
A0A4D6M434,nardini_PPII_zscore,-0.07261629295469564,0.08380660309018215,-0.0739388457136676,-0.038124807588827414,0.04107539809221535,0.34674308059686854,0.386,164,0.10075763604122084,0.5737229261191609,0.24129779524897882,0.6193237639553429,0.20808225543905287
A0A4D6M434,nardini_E Patch_zscore,0.14832986150377933,0.15065811647714106,0.16019985020396948,0.01862965024503274,0.030539127669645342,0.28754895924581375,0.336,46,0.06884178828867063,0.5239459375321136,0.28071352263986377,0.5738811544991511,0.241178036677349
A0A4D6M434,cider_kappa,-0.2488109165187829,0.08033905223751032,-0.2509786223330863,-0.14752332143140634,0.077167032580828,0.0028813064300740247,0.001,139,0.087927065431996,0.01927196926777018,1.7150739055610034,0.008902654867256637,2.050480462763511
A0A4D6M434,cider_omega,0.08788941273883541,0.07460225446855724,0.09128276284400628,-0.046165611878338154,0.06520740604410037,0.24070587813326458,0.228,167,0.08856621959541609,0.48237074382881306,0.31661904037662936,0.463369696969697,0.3340723712132063
A0A4D6M434,cider_delta,-0.14626712026012428,0.07966604470193667,-0.15091643843440863,-0.5644822397863584,0.2897103550353157,0.07098559278322698,0.056,144,0.09246313299755687,0.22177486440970917,0.6540876776041442,0.1896835016835017,0.7219704415911034
A0A4D6M434,cider_mean_net_charge,0.20122837552050316,0.14125892566655185,0.21467000675437387,0.7563517945861266,0.3259882186147055,0.13854591991376228,0.154,49,0.11387078114020828,0.3407755389565889,0.4675315866677751,0.37241346153846155,0.4289746290703711
A0A4D6M434,cider_fraction_neutral,0.0793928629282167,0.15639641698771453,0.07163220128580995,0.06463248254630029,0.2215710602217117,0.656277937610162,0.644,41,0.09625139315430625,0.8024358189487436,0.09558969361601594,0.8068044831880449,0.09323169719896023
A0A4D6M434,sparrow_SCD,0.17493186374601566,0.06309108970967774,0.17480449751844043,0.010294299522064185,0.00365878662117706,0.00567805199065967,0.006,249,0.09077083081287025,0.034000716086926355,1.4685119362128696,0.034101694915254235,1.4672240352582544
A0A4D6M434,sparrow_SHD,-0.11923345941411069,0.1922727477618301,-0.1346974504869242,-0.10574624932490051,0.17329145656303224,0.42008269563369216,0.544,38,0.08011010896187283,0.6427962922351627,0.19192663699029416,0.733597855227882,0.1345419470545803
A0A4D6M434,sparrow_complexity,-0.3640707013496143,0.08686658137390652,-0.37476895056599124,-0.8307867872859419,0.18688761759413988,5.48955356489735e-05,0.001,110,0.08850654205874724,0.000905326374801104,3.0431948271786835,0.008902654867256637,2.050480462763511
A0A4D6M434,sparrow_scaled_rg,0.36617789337348183,0.13036743431968778,0.3812807881773398,0.037301101983080294,0.014205628403235193,0.04127423437283846,0.012,29,0.1080222436490916,0.1509886537420927,0.8210556871594211,0.05888780487804878,1.229974634288221
A0A4D6M434,sparrow_scaled_re,0.3519568509300647,0.12154138059437908,0.3612648221343873,0.008299157066305768,0.003163770435575351,0.014759965105701768,0.006,45,0.10293359625721607,0.07004021177516971,1.1546525494439803,0.034101694915254235,1.4672240352582544
A0A4D6M434,sparrow_prefactor,-0.07574069190391992,0.15393790580920635,-0.08142857142857142,-0.002968695489170922,0.005215685604550056,0.5780670853006619,0.62,49,0.0904049600329007,0.7591387224867905,0.11967885532246526,0.7895189873417721,0.10263742107227901
A0A4D6M434,sparrow_scaling_exponent,0.27438414115639176,0.1389448272388534,0.2828782108419091,0.19076622004352986,0.1497474256334947,0.06949155942939236,0.046,42,0.07632429044391756,0.22053157345731456,0.656529223898389,0.1646832740213523,0.7833505075035972
A0A4D6M434,sparrow_asphericity,0.4671637959758881,0.12418924845982111,0.47735191637630664,2.2238166128531383,0.7255545466926395,0.0013906674925044347,0.002,42,0.09100141358072143,0.011562078491400507,1.9369640866590172,0.014794117647058824,1.8299109319863278
A0A4D6M434,mpipi_epsilon_self,0.25109579831732226,0.06321966563411735,0.2518120688887649,0.011855169254593628,0.0038245051780377327,0.00016019617824836746,0.001,220,0.09202752546797835,0.0021204915173402327,2.6735634605207994,0.008902654867256637,2.050480462763511
A0A4D6M434,calvados_epsilon_self,0.1934697083193301,0.05884815197115088,0.19206191100559988,0.004561842346593048,0.0014352602782248334,0.002928599425883758,0.001,238,0.09107376133744703,0.019382704094993822,1.7125856343228334,0.008902654867256637,2.050480462763511
A0A4D6M434,avg_helix_prob,0.09639086532440683,0.077358756937939,0.10065367413433711,0.15793727331342586,0.07731071653879452,0.1775936287983729,0.234,181,0.09168635016994932,0.40238556434946654,0.3953576080610369,0.47269879518072294,0.32541550462966606
A0A4D6M434,avg_beta_prob,-0.21929073097713456,0.06258386738260382,-0.22201863475108188,-2.4810531359582892,0.977098599721531,0.0007551727973471916,0.001,227,0.0897278498631223,0.007167017303125233,2.144661547024427,0.008902654867256637,2.050480462763511
A0A4D6M434,avg_coil_prob,-0.17531961883923813,0.06617082863362485,-0.175875273388089,-0.1758619943167663,0.06203764870702353,0.007503729287972364,0.014,230,0.0887629353435161,0.04170581029668618,1.3798034365368665,0.06612206572769953,1.179653587040591
A0A4D6M434,avg_mito_targeting,-0.22221854639537494,0.23812289704235692,-0.23118989588080613,-0.8213918263875633,0.613751747513112,0.277062330083828,0.366,24,0.09123683408217809,0.5114214753473963,0.29122103925640014,0.6055855263157895,0.21782451315841564
A0A4D6M434,avg_nes,0.06405462794211954,0.07173872674797528,0.06424531858740733,-0.14836578611374276,0.717311031651184,0.3440053091913333,0.386,219,0.09241182443093077,0.571071519878682,0.24330949815767758,0.6193237639553429,0.20808225543905287
A0A4D6M434,avg_nis,-0.013699504880111716,0.0628750808013033,-0.01173457872532509,-0.012858521600765905,0.20598252995281538,0.8564865465406577,0.82,240,0.09192738946587828,0.9345178588068347,0.029412394759036675,0.9117221609702315,0.040137488800136276
A0A1U8F7A1,nardini_Frac A_raw,0.38513323787788856,0.09167473323484714,0.3873955108929084,1.2586482287220038,0.3459793065435786,5.2841047276050483e-05,0.001,103,0.0735989431356445,0.0008859682259951131,3.0525818531947024,0.008902654867256637,2.050480462763511
A0A1U8F7A1,nardini_Frac C_raw,0.035706066175211326,0.038445155312104996,0.02919836612898059,-1.9230837913417935,2.6450611316999417,0.8308450310388764,0.31385642737896496,56,0.061167462357126896,0.9267813963870521,0.03302269254233068,0.5551564147627417,0.2555846376019476
A0A1U8F7A1,nardini_Frac D_raw,-0.1527438826564433,0.0924347391492896,-0.14612306096256303,-0.9579691108589133,0.6534883471973965,0.10680861915963795,0.082,123,0.08591058660358847,0.2896212152954064,0.5381696284270355,0.2507355623100304,0.6007840648463489
A0A1U8F7A1,nardini_Frac E_raw,-0.1158183250272452,0.09101387790350485,-0.11637931268839204,-0.8243095878323168,0.45311537456575707,0.19988087531510093,0.194,123,0.0861553924550195,0.435238442785696,0.3612727522061224,0.4261222707423581,0.37046576735373454
A0A1U8F7A1,nardini_Frac G_raw,-0.11518945524696492,0.14270227154741746,-0.11298461054692181,-0.909501987263968,1.364410246532704,0.43954897560700246,0.42,49,0.06198725885365504,0.654575219714634,0.18404043982376694,0.6392133131618759,0.19435418836783122
A0A1U8F7A1,nardini_Frac I_raw,-0.2512544158244964,0.09321795105599548,-0.2575730056191404,-1.6727009870301293,0.9566269818984114,0.00659592188596041,0.012,110,0.07722961073608202,0.03748868597331171,1.4260997818921628,0.05888780487804878,1.229974634288221
A0A1U8F7A1,nardini_Frac K_raw,0.09806574574336417,0.09099142085547265,0.10072817317803526,0.03888512185221836,0.4185031860187182,0.26762642787973046,0.29,123,0.08089777097214028,0.5060359052860601,0.29581866712386823,0.5304363636363636,0.2753667108753792
A0A1U8F7A1,nardini_Frac L_raw,-0.25592424824751864,0.09131659214094878,-0.2578382549084481,-2.965083747490761,0.9236449172436874,0.006793444709303157,0.006,109,0.08122155081149092,0.03839441223347739,1.415731976485256,0.034101694915254235,1.4672240352582544
A0A1U8F7A1,nardini_Frac M_raw,-0.1711797269718382,0.07664610199552911,-0.1714560339522703,-1.8825217391953308,0.6558785723717253,0.02537791234310933,0.03,170,0.07661306350736861,0.10463188449659012,0.9803359526496851,0.12218623481781377,0.9129777178200947
A0A1U8F7A1,nardini_Frac N_raw,-0.12693529506696882,0.10211335539090188,-0.12483932306018448,0.5004635369259045,0.5564311021170313,0.18373764282410476,0.204,115,0.08060628240147732,0.41167053158362893,0.38545021978576627,0.4380158410009156,0.35851018279525826
A0A1U8F7A1,nardini_Frac P_raw,0.25494935174348327,0.13386015111922805,0.25001374856774683,3.3157656380431595,1.8147769554521413,0.09378918675514625,0.07,46,0.061136547583769844,0.2665158334638935,0.5742769848297752,0.21937694704049845,0.6588090116707066
A0A1U8F7A1,nardini_Frac Q_raw,-0.107601369627357,0.09191469982023925,-0.1114143408819815,0.2975175477383914,0.568314225006576,0.23377725733910168,0.264,116,0.08343207878391662,0.47593836204380446,0.3224492883668635,0.5058742857142858,0.2959573958162171
A0A1U8F7A1,nardini_Frac R_raw,-0.30643233907607526,0.0839427762907893,-0.30955074512144304,-0.9359759227789113,0.7682748869473958,0.0005213796504880096,0.001,122,0.08272281845102872,0.005352121718274874,2.2714740183766255,0.008902654867256637,2.050480462763511
A0A1U8F7A1,nardini_Frac S_raw,0.04764014816165295,0.09674889136821568,0.05060311328931317,0.07926226144853024,0.3984927302582241,0.6243983812209561,0.612,96,0.08120231576238642,0.7812745914282113,0.10719629956339896,0.7823024142312579,0.1066253294935948
A0A1U8F7A1,nardini_Frac T_raw,-0.249962746632703,0.0892221429344767,-0.249833579193551,-1.8342055479056893,0.5592913420966332,0.012633923464452428,0.012,99,0.08242648343864972,0.06169770390892788,1.2097309980127462,0.05888780487804878,1.229974634288221
A0A1U8F7A1,nardini_Frac V_raw,-0.12638508892619277,0.08978011690625722,-0.1281882845481882,-1.938709630127787,1.06040985573463,0.1820056526851363,0.18,110,0.081646996599213,0.40870019330635515,0.3885951568764577,0.40600896860986546,0.3914643728889272
A0A1U8F7A1,nardini_Frac K+R_raw,-0.13100970488089628,0.1591370087245919,-0.1300683993386763,-0.3321195721422104,0.33749727549304503,0.40579143343446356,0.396,43,0.08671761777161162,0.6280402800539543,0.20201250141539664,0.6244137931034484,0.20452751207574138
A0A1U8F7A1,nardini_Frac D+E_raw,-0.30273881335633107,0.1414101604802387,-0.3128304364606159,-0.5904014702848727,0.3155500695075803,0.036410676268098296,0.044,45,0.08741671473603922,0.13667589673771224,0.8643080679982305,0.15979783393501804,0.7964291118583525
A0A1U8F7A1,nardini_Frac Polar_raw,-0.052916215827937124,0.12489306890372845,-0.05554333672676784,0.0789123153405763,0.2523125019736811,0.6603316270949535,0.686,65,0.07242041113371224,0.8061815738562175,0.09356713233530975,0.8254976076555025,0.08328418101235605
A0A1U8F7A1,nardini_Frac Aliphatic_raw,0.6527222696492665,0.14832435142862974,0.6711255196670117,6.2582789219202715,1.3355256391762533,0.0008667106546978135,0.002,21,0.055435355805019335,0.00807324924653704,2.092951639276189,0.014794117647058824,1.8299109319863278
