base_origin,feature,r_mean,r_std,r_full,slope_mean,slope_std,p_value,bootstrap_p,n_samples,mean_pooled_se,p_adj,neg_log10_padj,bootstrap_p_adj,neg_log10_bootstrap_padj
Os_LEA_or6,nardini_Frac A_raw,0.31206554200098124,0.1359519252110306,0.314086518300834,0.906210437097614,0.3969927069919432,0.019529694678743024,0.018,55,0.08220517956050326,0.09872800425535418,1.0055596419756054,0.0943125,1.0254307428803349
Os_LEA_or6,nardini_Frac C_raw,-0.03652203402083913,0.10629284696306145,-0.0318804164180592,0.6267440018625027,5.04154755577264,0.8624851384294484,0.689419795221843,32,0.07155113828289095,0.9348044802268536,0.029279214836574172,0.8637064931421844,0.06363381546625803
Os_LEA_or6,nardini_Frac D_raw,-0.07510243961721105,0.1424089977449056,-0.07560436703679964,0.11951952299038444,0.9728566731329015,0.5692758010769868,0.61,59,0.09957145153159244,0.7976204120939397,0.09820374042066124,0.8292702702702703,0.08130390400030053
Os_LEA_or6,nardini_Frac E_raw,0.053668242451542406,0.14424781169635753,0.051286358605218324,0.12654090295808323,0.920371548942089,0.6971563935380762,0.682,60,0.09892723048809002,0.8718690626419775,0.05954873254664521,0.857615,0.06670763161555607
Os_LEA_or6,nardini_Frac F_raw,-0.29779166144840546,0.14765991929509517,-0.30615526059989895,-6.8420478948924845,3.55587538152721,0.03851982613857148,0.074,46,0.08431253884872927,0.15674328833073375,0.804811046371771,0.24981208053691273,0.6023865636253705
Os_LEA_or6,nardini_Frac G_raw,0.0497815425550284,0.17971708738594183,0.0506316710883334,0.23704790949795057,1.7632424214066342,0.776126611683021,0.776,34,0.07211686196291232,0.9034469780515775,0.044097330447067706,0.9056334106728539,0.043047563846615754
Os_LEA_or6,nardini_Frac H_raw,-0.15285890754716985,0.10963241681063733,-0.15141119678398096,-5.1220088889092645,4.234736152342815,0.44182512595546597,0.14389989572471323,28,0.07321920328546917,0.6869800258287461,0.1630558900124502,0.36955102040816323,0.43232559420529904
Os_LEA_or6,nardini_Frac I_raw,0.07826059042482623,0.20713120648801112,0.07737845498611837,0.36608661205788884,1.6106835949014235,0.7256436940165985,0.704,23,0.10536446194151669,0.8859193642969636,0.052605805465720364,0.8725257985257985,0.059221723117488904
Os_LEA_or6,nardini_Frac K_raw,0.20867415497616798,0.12744518537023283,0.20568428926931856,0.7886701166201913,0.5640911798572663,0.10298967027809133,0.11,64,0.09702964883303769,0.30306011280655915,0.5184712194487008,0.31982658959537574,0.49508543291464296
Os_LEA_or6,nardini_Frac L_raw,-0.1763827355046477,0.13232306036591615,-0.17586171699121728,-1.8576173909277631,1.696507214872094,0.19069134664685658,0.176,57,0.08562721647631291,0.4320619250602201,0.3644540036837242,0.4166023529411764,0.38027828151625315
Os_LEA_or6,nardini_Frac M_raw,-0.232313448496797,0.13899476489127233,-0.23920437610760417,-3.6531634652157656,2.250993847479255,0.075808195582261,0.114,56,0.0929425029050259,0.24922563645671425,0.6034072862543114,0.32396610169491524,0.4895004299694066
Os_LEA_or6,nardini_Frac N_raw,0.07461824395175556,0.2221613268088259,0.06697655420675255,0.3795635324395114,0.9555309759557734,0.7558386552506176,0.716,24,0.111585035453038,0.8973063051870909,0.04705928054018162,0.878409756097561,0.056302849355952526
Os_LEA_or6,nardini_Frac P_raw,0.32048053684892047,0.23100501869903958,0.3388831888437081,4.529959868524485,2.909044039195142,0.10525288872789773,0.184,24,0.07303392607419108,0.3061292648600637,0.514095151422837,0.4265069124423963,0.37007392578306564
Os_LEA_or6,nardini_Frac Q_raw,-0.0900497109240328,0.13960704603264168,-0.09953117264522161,-0.1058224495252142,0.8168062851890049,0.4696879823901149,0.54,55,0.08914260376174815,0.7071064301307829,0.1505152134452803,0.7749500713266763,0.11072627742378151
Os_LEA_or6,nardini_Frac R_raw,-0.33186544729677203,0.10885598101604546,-0.34047581454661696,-1.8772756585410997,0.5861637234366396,0.00590711742537132,0.008,64,0.09773409185553485,0.03971189604687283,1.4010793770248522,0.05126114649681529,1.2902116846973815
Os_LEA_or6,nardini_Frac S_raw,0.0104774904140905,0.16760377524551567,0.020585178446540134,0.1486990391203696,0.7027156738729834,0.8970452943066702,0.964,42,0.08142594410739895,0.9593724508400886,0.018012756810202316,0.9876348884381339,0.005403576912908962
Os_LEA_or6,nardini_Frac T_raw,-0.20388260196914187,0.13019723368884983,-0.20938819182424304,-2.763370385231329,1.4705882544490965,0.14030341649394185,0.13,51,0.0835066335267346,0.36191086408437306,0.44139837975149615,0.3441578947368421,0.4632422635900648
Os_LEA_or6,nardini_Frac V_raw,0.07744394465101853,0.15681400581718222,0.07475597058989009,0.14332800481791474,1.9090241689093825,0.5911013736958315,0.628,54,0.09399908409055059,0.8149857611951358,0.0888499788531531,0.8367788079470199,0.07738932717208352
Os_LEA_or6,nardini_Frac Y_raw,-0.07881530922851553,0.04799116747911956,-0.06964826160753397,-7.828404886614775,3.3762264157744735,0.6493826355029964,0.07692307692307693,45,0.08416565880863565,0.846115184254284,0.07257051109699222,0.2570917454638385,0.5899118671807715
Os_LEA_or6,nardini_Frac K+R_raw,-0.18513543842230887,0.2343168289797475,-0.1960351270429844,-0.450073959289787,0.6110492353144328,0.381931883937378,0.434,22,0.12464170530732398,0.6378197683198755,0.19530202454242793,0.6843322884012539,0.16473296848874303
Os_LEA_or6,nardini_Frac D+E_raw,0.10769610381828594,0.245650941844977,0.10085044107991686,0.23529437025571542,0.6916527718762061,0.6551925730955142,0.64,22,0.12464170530732398,0.846115184254284,0.07257051109699222,0.8372431729518856,0.07714838509763529
Os_LEA_or6,nardini_Frac Polar_raw,-0.2921574206451161,0.15247444901509216,-0.30664671479441147,-0.37677351029278666,0.3604383080701778,0.04048036800679544,0.078,45,0.08002035295144509,0.16223468808476774,0.7898562818563755,0.2581184210526316,0.5881810001983647
Os_LEA_or6,nardini_Frac Aliphatic_raw,0.3761382944280051,0.17456635012438246,0.38894241557995946,1.9297413011253748,1.788227181056886,0.027799675539007043,0.046,32,0.07155113828289095,0.12541019548090174,0.9016671552030229,0.1733183520599251,0.7611554489630925
Os_LEA_or6,nardini_Frac Aromatic_raw,-0.18894002816117203,0.08025635286728217,-0.15486069947657036,-7.060154286388206,1.9017568158351088,0.43136982934916435,0.009538950715421303,28,0.06967846365878394,0.6731798762024152,0.1718688751455227,0.05988095238095238,1.2227113010059543
Os_LEA_or6,nardini_R/K Ratio_raw,-0.11814422444270181,0.1034926476450006,-0.12244539212514997,-0.04551038553796,0.04575494412230605,0.19635444161301316,0.276,113,0.1096376630185292,0.4399389048166843,0.3566076306575978,0.536015444015444,0.27082269696010675
Os_LEA_or6,nardini_E/D Ratio_raw,-0.031694832967886125,0.13088501159260688,-0.028156698740630898,-0.10187695103010358,0.1265294093440667,0.8308939599721823,0.822,60,0.0943579074771359,0.9308233003697276,0.031132753989362508,0.9188133333333333,0.03677271117936592
Os_LEA_or6,nardini_Frac Chain Expanding_raw,0.31547749758767984,0.22684230225424748,0.3173241344620041,0.5256262947046257,0.4197531601051679,0.18556794619957573,0.178,19,0.10141912534835873,0.4288033333303948,0.36774184728597176,0.41838317757009347,0.37842578598436943
Os_LEA_or6,nardini_FCR_raw,0.05709363538639062,0.30249685481484007,0.06416070525468627,0.11105717470629964,0.4462670892669446,0.8275007483656656,0.824,14,0.1105954297868897,0.929091242026629,0.03194163373200463,0.9190066518847007,0.03668134512491735
Os_LEA_or6,nardini_NCPR_raw,-0.25118667903920366,0.3436081526532178,-0.26269742562687987,-0.3354520352478598,0.5513247307950818,0.4094281948783638,0.48,12,0.13926994837614623,0.6597835278857974,0.18059853122414377,0.7175037147102525,0.14417584612848108
Os_LEA_or6,nardini_Disorder Promoting_raw,0.3062686566092156,0.15845372991327034,0.3063391340518306,0.5133023300180166,0.29944569425731093,0.048482492429979075,0.064,42,0.08035929962938726,0.18455486236874846,0.7338745081919855,0.22201379310344826,0.6536200431951603
Os_LEA_or6,nardini_Iso point_raw,-0.31776117204089493,0.37369843586575263,-0.35757575757575755,-0.01277201099902737,0.03431573993841101,0.3103760917056799,0.39,10,0.14415082462322176,0.5772493117605005,0.238636576208612,0.6560869565217391,0.18303859624200305
Os_LEA_or6,nardini_PPII_raw,0.3940728839888381,0.22506725534814007,0.42196317387973603,5.806614596536801,3.0765080386906147,0.0638524194570239,0.098,20,0.06929005784252049,0.2215018412888484,0.6546226592455945,0.29875151515151516,0.5246898834654841
Os_LEA_or6,nardini_A Patch_raw,0.20021975736652156,0.10331484666881205,0.2058062852638967,0.392351673730784,0.17359567416425942,0.06360259529911134,0.07,82,0.1108449207671162,0.22139865353254676,0.6548250246730284,0.23871186440677966,0.6221259952439976
Os_LEA_or6,nardini_E Patch_raw,0.10479608481826659,0.20804477967868562,0.10752441381457054,0.8867179578732948,1.2244605887553672,0.6089413824574339,0.602,25,0.12459232964652985,0.8235198370535918,0.0843259350259206,0.8228423913043478,0.08468334235976574
Os_LEA_or6,nardini_K Patch_raw,-0.0694871238935784,0.16191545894001402,-0.0689952404329847,-0.10262886632277946,2.004536887672567,0.6806336309223965,0.636,38,0.08962397328808795,0.8592354447421158,0.0658878159806375,0.8372431729518856,0.07714838509763529
Os_LEA_or6,nardini_R Patch_raw,0.11838958614961838,0.3956467214648771,0.14770978917519928,-0.6743252197281608,3.583775526240743,0.683842812890721,0.762,10,0.13615941289147562,0.8620875561003325,0.06444862373422577,0.9036350877192982,0.044006913976752056
Os_LEA_or6,nardini_S Patch_raw,0.4552255469102792,0.31656861580803247,0.4923659639173309,1.3799467891576391,1.3207937505500227,0.14826610416882355,0.178,10,0.06629839382499289,0.374475018027294,0.4265771496461761,0.41838317757009347,0.37842578598436943
Os_LEA_or6,nardini_Frac A_zscore,0.28779667180711205,0.14935612032505716,0.2913453094862957,0.04558450100797606,0.023239509126903878,0.03612237049428161,0.066,52,0.08135761685537979,0.15016158974069133,0.8234411425447068,0.22738356164383564,0.6432409351866409
Os_LEA_or6,nardini_Frac D_zscore,-0.09018370637306422,0.10169666373049015,-0.09356743491495702,-0.042380261030453344,0.03770229030685627,0.3354563951593539,0.364,108,0.11100682313198915,0.6029916201761064,0.21968872324386873,0.63463431542461,0.19747644878676687
