construct,NaCl_0.1_SC_avg_Ree,NaCl_0.1_SC_std_Ree
GOOSE_9,28.564461294892200,1.542684232189050
GOOSE_10,28.222248492776300,0.39572413472967400
GOOSE_17,29.905133912234700,1.9893287841183700
GOOSE_18,26.32221117498570,1.0744596036973200
GOOSE_23,27.347875554265000,4.505858286596140
GOOSE_24,38.923617899683500,6.012453223622960
GOOSE_31,28.201766825956400,0.8447985830816580
GOOSE_32,44.41697470206540,5.0225140992180400
